total_iter,weights_sum_best,is_sat_clauses_best,weights_sum_curr,is_sat_clauses_curr,opt,rel_err_weights_best,rel_err_weights_curr,rel_err_clauses_best,rel_err_clauses_curr
0,151680,189,151680,189,36854,3.115699788354046,3.115699788354046,0.13302752293577982,0.13302752293577982
1,151680,189,151679,189,36854,3.115699788354046,3.11567265425734,0.13302752293577982,0.13302752293577982
2,138679,191,138679,191,36854,2.762929397080371,2.762929397080371,0.12385321100917432,0.12385321100917432
3,147346,193,147346,193,36854,2.9981006132305854,2.9981006132305854,0.11467889908256881,0.11467889908256881
4,147346,193,147346,193,36854,2.9981006132305854,2.9981006132305854,0.11467889908256881,0.11467889908256881
5,134346,194,134346,194,36854,2.645357356053617,2.645357356053617,0.11009174311926606,0.11009174311926606
6,147346,195,147346,195,36854,2.9981006132305854,2.9981006132305854,0.10550458715596331,0.10550458715596331
7,147346,195,147346,195,36854,2.9981006132305854,2.9981006132305854,0.10550458715596331,0.10550458715596331
8,160346,199,160346,199,36854,3.3508438704075543,3.3508438704075543,0.0871559633027523,0.0871559633027523
9,160347,200,160347,200,36854,3.3508710045042602,3.3508710045042602,0.08256880733944955,0.08256880733944955
10,173347,200,173347,200,36854,3.7036142616812286,3.7036142616812286,0.08256880733944955,0.08256880733944955
11,173347,200,186347,199,36854,3.7036142616812286,4.0563575188581975,0.08256880733944955,0.0871559633027523
12,173347,200,186347,199,36854,3.7036142616812286,4.0563575188581975,0.08256880733944955,0.0871559633027523
13,173347,200,179847,199,36854,3.7036142616812286,3.879985890269713,0.08256880733944955,0.0871559633027523
14,173347,200,179846,198,36854,3.7036142616812286,3.879958756173007,0.08256880733944955,0.09174311926605505
15,173347,200,179847,197,36854,3.7036142616812286,3.879985890269713,0.08256880733944955,0.0963302752293578
16,173347,200,179847,197,36854,3.7036142616812286,3.879985890269713,0.08256880733944955,0.0963302752293578
17,173347,200,166847,199,36854,3.7036142616812286,3.527242633092744,0.08256880733944955,0.0871559633027523
18,173347,200,166847,199,36854,3.7036142616812286,3.527242633092744,0.08256880733944955,0.0871559633027523
19,179847,201,179847,201,36854,3.879985890269713,3.879985890269713,0.0779816513761468,0.0779816513761468
20,179847,201,179847,201,36854,3.879985890269713,3.879985890269713,0.0779816513761468,0.0779816513761468
21,179847,201,179847,201,36854,3.879985890269713,3.879985890269713,0.0779816513761468,0.0779816513761468
22,179847,201,166847,200,36854,3.879985890269713,3.527242633092744,0.0779816513761468,0.08256880733944955
23,179847,201,166846,199,36854,3.879985890269713,3.5272154989960383,0.0779816513761468,0.0871559633027523
24,179847,201,173346,200,36854,3.879985890269713,3.7035871275845227,0.0779816513761468,0.08256880733944955
25,179847,201,173346,200,36854,3.879985890269713,3.7035871275845227,0.0779816513761468,0.08256880733944955
26,179847,201,186346,200,36854,3.879985890269713,4.056330384761491,0.0779816513761468,0.08256880733944955
27,179847,201,186345,200,36854,3.879985890269713,4.056303250664786,0.0779816513761468,0.08256880733944955
28,179847,201,186345,200,36854,3.879985890269713,4.056303250664786,0.0779816513761468,0.08256880733944955
29,186346,201,186346,201,36854,4.056330384761491,4.056330384761491,0.0779816513761468,0.0779816513761468
30,186346,201,186346,201,36854,4.056330384761491,4.056330384761491,0.0779816513761468,0.0779816513761468
31,186346,201,186346,201,36854,4.056330384761491,4.056330384761491,0.0779816513761468,0.0779816513761468
32,186346,201,186346,201,36854,4.056330384761491,4.056330384761491,0.0779816513761468,0.0779816513761468
33,186346,201,186346,201,36854,4.056330384761491,4.056330384761491,0.0779816513761468,0.0779816513761468
34,186346,201,186345,200,36854,4.056330384761491,4.056303250664786,0.0779816513761468,0.08256880733944955
35,186346,201,186344,199,36854,4.056330384761491,4.056276116568079,0.0779816513761468,0.0871559633027523
36,186346,201,186344,199,36854,4.056330384761491,4.056276116568079,0.0779816513761468,0.0871559633027523
37,199344,201,199344,201,36854,4.409019373745048,4.409019373745048,0.0779816513761468,0.0779816513761468
38,201511,202,201511,202,36854,4.4678189613067785,4.4678189613067785,0.07339449541284404,0.07339449541284404
